Date,Year,Month,Astore,Bunji,Chilas,Dainyour,Gilgit,Hunza,Khunjrab,Ramma,Shigar,Skardu,Ziarat
2012-09,2012,09,78.2,75.8,33.9,54.96,49,40.1,54.96,63.6,30.8,30.8,29.05
2012-10,2012,10,10.5,0,0,1.26,0.2,3.6,1.26,5.35,0,0,10
2012-11,2012,11,7,0.2,2.4,1,2.2,0.6,1,4.6,0.4,0.4,0.2
2012-12,2012,12,36.2,9,7,5.9,5.1,3.6,5.9,20.65,57.2,57.2,30.95
2013-01,2013,01,39.1,1.1,7,1.84,3.1,1.4,1.84,11.26,15.68,36.4,8.34
2013-02,2013,02,52.4,1.4,28,4.44,3.6,5.6,4.44,34.19,39,35.7,19.94
2013-03,2013,03,36.2,6.2,1.2,24.58,3.2,0.6,24.58,24.03,2.74,0,8.77
2013-04,2013,04,33.6,18.9,1.4,25.72,5.6,13.8,25.72,61.92,17.44,0,9.7
2013-05,2013,05,133.3,53.6,43.8,11.02,50,31.1,11.02,29.17,14.4,56.2,8.18
2013-06,2013,06,15.7,13,5,61.25,7.1,4.6,61.25,29.7,7.35,0.8,10.53
2013-07,2013,07,9.1,2,0,113.29,3.4,9.4,113.29,28.51,48.02,0.2,26.46
2013-08,2013,08,37.6,41,25,49.28,47.6,39.6,49.28,8.7,12.54,27.1,32.83
2013-09,2013,09,13.9,15.4,16,77.72,14.4,18.4,77.72,5.49,4.9,3.6,29.79
2013-10,2013,10,7.7,0,0,5.84,1.5,1.8,5.81,16.41,0,0.7,18.62
2013-11,2013,11,2.6,0,0,1.5,14,2,1.5,10.19,0,1,3.67
2013-12,2013,12,6.9,0,0,3.1,0,0,3.1,19.75,12.15,9.4,19.79
2014-01,2014,01,41.9,7.8,2,9.23,1.8,4.6,9.23,29.08,59.87,103.5,31.4
2014-02,2014,02,27,1,0,6.37,0.4,0,6.37,31.55,65.66,40.9,37.63
2014-03,2014,03,83.9,8.2,19,26.36,8.7,5.2,26.36,133.93,79.18,20.9,23.76
2014-04,2014,04,31.6,12.8,1,93.24,1.4,12.2,93.24,77.59,48.8,7.4,42.28
2014-05,2014,05,58.1,8.2,9.2,83.68,8.9,10.6,83.68,156.48,86.82,6.1,43.41
2014-06,2014,06,8.5,0,1.8,24.87,4.5,17.8,24.87,73.03,29,9.3,14.5
2014-07,2014,07,31.4,34.8,6,39.48,21.1,33,39.84,30.29,8.42,10,4.21
2014-08,2014,08,16.5,7.6,0,9.38,17,23.8,9.38,17.8,37.24,3,28.42
2014-09,2014,09,100.4,55.1,38,6.11,22.4,41.3,6.11,3.05,0,127.2,12.98
2014-10,2014,10,16.4,13.6,7.8,9.93,30.6,23.6,9.93,31.02,8.62,1.8,8.23
2014-11,2014,11,31.4,1.5,0,0,3.8,0.8,0,1.96,2.94,7,4.9
2014-12,2014,12,2.6,0,0,5.39,0,0,5.39,9.51,17.24,0,16.95
2015-01,2015,01,15.5,1.9,0.2,8.51,0,0,8.51,5.12,4.11,0.3,9.4
2015-02,2015,02,66.5,21.9,22.8,4.45,13.2,2.4,4.45,2.28,10.19,33.3,9.99
2015-03,2015,03,75.8,19.3,17,9.55,6.1,15.8,9.55,55.03,26.95,36.3,43.75
2015-04,2015,04,85.7,34.9,43.6,11.64,19,19.2,11.64,21.24,1.07,39.4,34.44
2015-05,2015,05,30.8,21.9,13.8,12.8,21.5,23.5,12.8,24.85,7.54,16,15.23
2015-06,2015,06,47,4.3,11.6,9.3,8.4,21.9,9.3,6.81,10.87,31.6,2.2
2015-07,2015,07,39.5,7.4,21.4,9.45,9.3,23.9,9.45,31.49,13.13,44,10.09
2015-08,2015,08,33.2,35.1,7.4,60.8,16.3,11.2,60.8,99.63,60.27,16.4,36.01
2015-09,2015,09,65.7,25.4,48,5.31,28.1,20.4,5.31,4.9,8.23,63.3,4.11
2015-10,2015,10,29,2,0,4.45,6.8,14.6,4.45,8.53,0.98,9.1,22.05
2015-11,2015,11,44.8,8.3,9.8,0.58,12.8,5.9,0.58,16.96,5.88,17.2,2.94
2015-12,2015,12,27.4,5.5,3,5,1.9,0,5,11.35,9.6,9.7,10.33
2016-01,2016,01,35.6,0,3.4,6.65,3.8,2.8,6.65,21.36,73.79,10.3,41.01
2016-02,2016,02,43.7,10,24,5.61,7.9,0,5.61,51.73,45.57,8.7,29.54
2016-03,2016,03,82.4,16.8,49.1,6.57,10.4,9.4,6.57,16.3,30.18,53.8,16.07
2016-04,2016,04,148.8,24.7,104.5,44.32,59.6,0,44.32,88.75,47.72,39.5,33.17
2016-05,2016,05,37.3,17.5,24.4,47.22,22.1,0,47.22,68.54,60.56,10.8,36.16
2016-06,2016,06,12.2,1.5,3.6,12.37,16.3,10.9,12.37,19.9,5.48,1.1,4.7
2016-07,2016,07,19.6,20.5,11.3,25.72,24.8,57.2,25.72,4.02,0.98,5.6,0.49
2016-08,2016,08,24.1,17.4,0,17.09,12.8,17.2,17.09,5.37,2.25,16.6,2.1
2016-09,2016,09,5.7,13.5,9.3,19.3,11.2,5.3,19.3,15.07,18.13,10.6,23.96
2016-10,2016,10,0,0,0,2.28,0.4,0,2.28,1.71,4.8,0,6.07
2016-11,2016,11,0,0,0,0,0,0,0,0,0,0,25.48
2016-12,2016,12,2.6,0,0,0.17,0.1,0,0.17,0,17.54,0,12.69
2017-01,2017,01,9.5,9.2,19.8,6.92,11.4,1,6.92,65.69,56.93,42,49.53
2017-02,2017,02,7.4,9.8,31,16.5,13.4,7.8,16.5,34.61,40.18,12.9,26.59
2017-03,2017,03,19.5,6.9,14,5.49,5,2.5,5.49,51.29,22.63,22.9,22.93
2017-04,2017,04,113.7,71.3,65.5,53.89,45.6,19.1,53.89,164.5,85.55,83.5,55.66
2017-05,2017,05,11.7,10.7,6,19.15,14.4,0,19.15,39.35,34.49,2.2,29.49
2017-06,2017,06,19.5,7.2,7.7,6.92,10.1,0,6.92,11.19,1.86,7.8,10.73
2017-07,2017,07,17,8.8,1,12.36,10.3,8.7,12.36,22.06,9.7,2.4,3.28
2017-08,2017,08,23.8,12.8,16,26.13,10.1,32.6,26.13,37.06,22.44,11.5,15.58
2017-09,2017,09,10.6,12.2,5.8,29.7,2.9,2.4,29.7,21.76,0.68,21.6,7.69
2017-10,2017,10,0,0,0,7.91,0,0.4,7.91,4.84,0.29,0,15.19
2017-11,2017,11,3.5,0,0,8.38,0,0,8.38,32.54,9.4,0,10.97
2017-12,2017,12,4,6,4.5,0,4.8,0,0,0,0,0,4.55
2018-01,2018,01,0,0,0,3.5,0,0,3.5,34.28,57.33,0,27.63
2018-02,2018,02,4.6,0,0,1.97,1,0,1.97,4.47,6.67,7,11.02
2018-03,2018,03,75.1,21.8,27,2.52,38.3,13.8,2.52,10.16,7.54,5,6.22
2018-04,2018,04,61.5,13.1,29,18.23,16.9,12,18.23,29.06,9.7,14.2,4.85
2018-05,2018,05,38.3,20.5,12.6,12.39,12.3,7.2,12.39,7.59,7.25,0,2.94
2018-06,2018,06,24.5,8.8,0,20.12,2.9,5,20.12,24.04,11.85,31.7,6.61
2018-07,2018,07,28.9,19.2,22.8,21.6,17.7,18,21.6,28.74,21.07,4.3,10.53
2018-08,2018,08,24.4,9.2,0,22.47,9.7,0,22.47,13.74,19.2,11,14.01
2018-09,2018,09,32.4,11,0.4,22.98,5.6,7.3,22.98,6.32,7.84,5,11.31
2018-10,2018,10,80.2,0,10,2.44,10.8,0,2.44,8.77,0,10.2,0
2018-11,2018,11,29,24.5,36.8,0.21,23.4,9.7,0.21,0,0,2,8.67
2018-12,2018,12,0,8,0,2.87,0,0,2.87,12.31,31.85,2.9,48.02
2019-01,2019,01,12.7,13.6,14.3,1.48,13.2,45.4,1.48,0.1,0,35.7,5.09
2019-02,2019,02,80.3,12.2,43.8,0.16,19.1,8.5,0.16,2.09,2.15,69.7,1.07
2019-03,2019,03,60,13.5,20.6,30.2,14.8,0,30.2,37.05,6.27,30.6,6.81
2019-04,2019,04,33.9,7.5,4.8,18.33,4.4,2,18.33,31.37,0.19,5,1.22
2019-05,2019,05,31.8,13.7,10.2,4.59,17.7,0,4.59,5.13,3.72,0,1.96
2019-06,2019,06,112,32.4,33.6,63.54,33.3,7.5,63.54,17.88,12.83,54.4,6.41
2019-07,2019,07,3.9,12.5,8.6,91.99,4.6,4,91.99,19.63,10.78,1.2,21.36
2019-08,2019,08,23.6,14.8,4,49.41,15.4,4,49.41,16.71,8.03,32.5,8.57
2019-09,2019,09,0,0,0,78.27,0,0,78.27,20.86,12.05,0.2,6.56
2019-10,2019,10,10.5,5.4,0,1.37,1,0,1.37,23.45,8.13,5.2,4.06
2019-11,2019,11,120.4,24.5,42.6,9.4,26.6,0,9.48,46.53,12.05,28.8,9.7
2019-12,2019,12,9.5,1.5,2,2.48,0,1,2.48,30.33,32.04,16.6,17.24
2020-01,2020,01,0,21,0,0.87,10.4,22,0.87,16.64,3.13,60.3,1.56
2020-02,2020,02,15.7,2.2,0.8,6.72,0,9,6.72,39.21,20.09,7.1,19.79
2020-03,2020,03,29,2.1,7,9.6,5,5,9.6,27.96,13.62,7.6,17.64
2020-04,2020,04,57.8,7,7.2,86.28,15.3,10,86.28,102.27,44.29,24.3,69.43
2020-05,2020,05,20.3,12.2,16,37.59,25.9,23,37.59,13.76,8.23,6,12.78
2020-06,2020,06,4.3,2.4,0.8,17.23,7.3,0,17.23,29.85,13.72,0,26.5
2020-07,2020,07,31,18.8,4,33.04,9.7,8,33.04,18.88,4.99,7.9,14.6
2020-08,2020,08,22.3,7.7,8,25.81,18.7,12.8,25.81,18.58,17.93,17.5,29.44
2020-09,2020,09,13,8.4,13,10.45,11.6,14.6,10.45,10.26,4.9,6.6,31.16
2020-10,2020,10,0,0,0,3.95,0,0,3.95,1.74,0,0,2.74
2020-11,2020,11,36.6,0,0,0,0,0,0,0,0,1,0
2020-12,2020,12,28.3,3.2,9,4.51,10.2,0.5,4.51,1.73,2.25,16,1.12
2021-01,2021,01,48.3,5.4,18.6,8.51,10.4,0,8.51,1.09,0,24.2,0
2021-02,2021,02,16.4,2.5,9.1,30.78,5.3,0,30.78,51.08,22.14,18.6,27.78
2021-03,2021,03,74.7,11.1,10.2,17.62,8.3,0,17.62,28.3,37.63,43.1,41.5
2021-04,2021,04,43.7,23.2,17.6,23.79,18.2,18.4,23.79,72.48,45.37,27.6,57.47
2021-05,2021,05,5.5,10.3,5,75.15,1.2,0,75,108.78,98.98,1.9,98.19
2021-06,2021,06,9.2,2,1,11.88,5.3,45.6,11.88,11.39,2.74,0.5,1.37
2021-07,2021,07,37.5,24.2,15,9.25,19.7,33.4,9.25,20.24,6.27,11.7,14.06
2021-08,2021,08,23.3,23,5,13.95,15.3,16,13.95,20.24,11.85,7.8,36.79
2021-09,2021,09,10.1,15,2,27.36,8.2,22.2,27.36,45.74,22.24,2.1,41.84
2021-10,2021,10,61.4,7.5,21.2,6.54,14.8,5.4,6.54,14.7,1.96,9.6,17.93
2021-11,2021,11,0,0,0,0,0,0,0,6.81,0,0,0
2021-12,2021,12,2.2,3.8,0,7.71,0,0,7.71,45.08,8.13,1.2,1.27
2022-01,2022,01,54.3,7,6.9,9.31,15.7,3.5,11.62,4.89,4.8,53.6,0
2022-02,2022,02,27,1.8,7,31.42,0,6,33.58,59.78,23.71,28.4,29.18
2022-03,2022,03,58.9,14.8,21,19.78,8.1,1,21.42,36.21,34.23,10.9,44.2
2022-04,2022,04,28.9,16.7,7.1,24.19,12.1,0,21.19,68.43,47.84,10.1,59.32
2022-05,2022,05,33.8,4,3,77.32,9.7,0,74.67,118.34,99.03,7.2,105.1
2022-06,2022,06,55.6,14.3,4.8,10.39,16.2,23.2,13.58,19.37,4.38,13.4,4.92
2022-07,2022,07,13.6,11,0,10.23,22.2,10.6,12.65,22.97,8.52,11.5,19.29
2022-08,2022,08,54.3,51,26,11.25,60.7,105.1,18.25,15.64,13.05,14.6,36.79
2022-09,2022,09,33.8,7,6.3,28.29,3.9,5.2,29.27,39.81,21.69,6.4,40.1
2022-10,2022,10,11.2,0,2.4,7.31,3.4,0,4.54,19.7,3.46,2.3,18.62
2022-11,2022,11,18.8,5,3,0,9,19.7,0,8.31,3.51,5.2,0
2022-12,2022,12,9.2,1,0.9,8.63,5.2,0,5.83,32.59,11.43,6.7,3.49
