Date,location,Tmax,Tmin,precipitation
07/05/1992,Skardu,27.5,14.2,0
08/05/1992,Skardu,24.7,8.6,0
09/05/1992,Skardu,22,8.1,2.18
10/05/1992,Skardu,22.6,10.1,0
11/05/1992,Skardu,24.9,8.3,0
12/05/1992,Skardu,27,8.1,0
13/05/1992,Skardu,27.5,8.2,0
14/05/1992,Skardu,29.1,9.6,0
15/05/1992,Skardu,28.7,15.4,0
16/05/1992,Skardu,30.5,10.6,0
17/05/1992,Skardu,30.7,15.9,0
18/05/1992,Skardu,25.7,12,0
19/05/1992,Skardu,26.4,14.1,0
20/05/1992,Skardu,21.8,9.1,0
21/05/1992,Skardu,24.7,8.5,0
22/05/1992,Skardu,27.5,10.5,0
23/05/1992,Skardu,28.8,9.6,0
24/05/1992,Skardu,27.7,9.6,0
25/05/1992,Skardu,29.3,12,0
26/05/1992,Skardu,27.8,9.6,0
27/05/1992,Skardu,26.4,9.6,0
28/05/1992,Skardu,28.4,10.6,0
29/05/1992,Skardu,27.2,11.5,0
30/05/1992,Skardu,27.5,13.4,0
31/05/1992,Skardu,27.5,13.3,0
01/06/1992,Skardu,25.8,13,0
02/06/1992,Skardu,24.8,12.1,0
03/06/1992,Skardu,25.4,8.6,0
04/06/1992,Skardu,25.5,12,0
05/06/1992,Skardu,23.1,11,0
06/06/1992,Skardu,21.5,10.1,0
07/06/1992,Skardu,21.6,8.2,0
08/06/1992,Skardu,25.8,11.5,0
09/06/1992,Skardu,26.4,11.3,0
10/06/1992,Skardu,26.4,9.6,0
11/06/1992,Skardu,25.5,11,0
12/06/1992,Skardu,17.8,8.6,4.68
13/06/1992,Skardu,19.6,8.9,0
14/06/1992,Skardu,25.5,9.6,0
15/06/1992,Skardu,26.9,11.5,0
16/06/1992,Skardu,26.4,11.5,0
17/06/1992,Skardu,23.7,14.9,0
18/06/1992,Skardu,25.9,6.7,0
19/06/1992,Skardu,26.9,7.7,0
20/06/1992,Skardu,28.1,9.1,0
21/06/1992,Skardu,28.8,8.6,0
22/06/1992,Skardu,30.7,8.6,0
23/06/1992,Skardu,33.2,13,0
24/06/1992,Skardu,32.7,12.5,0
25/06/1992,Skardu,33.7,13,0
26/06/1992,Skardu,33.6,13,0
27/06/1992,Skardu,33.3,15.4,0
28/06/1992,Skardu,32,15.4,0
29/06/1992,Skardu,25.9,10.6,0
30/06/1992,Skardu,31.2,9.1,0
01/07/1992,Skardu,28.6,11.5,1.66
02/07/1992,Skardu,27.5,11.5,0
03/07/1992,Skardu,25.8,11,0
04/07/1992,Skardu,29.3,14.9,0
05/07/1992,Skardu,31.4,12.3,0
06/07/1992,Skardu,33.7,13.8,0
07/07/1992,Skardu,35.5,14.4,0
08/07/1992,Skardu,37.4,14.9,0
09/07/1992,Skardu,37.6,14.4,0
10/07/1992,Skardu,38.3,17.8,0
11/07/1992,Skardu,37.2,19.7,0
12/07/1992,Skardu,32.2,18.2,0
13/07/1992,Skardu,32.6,13.4,3.54
14/07/1992,Skardu,20.5,12,3.33
15/07/1992,Skardu,21.3,13,0
16/07/1992,Skardu,22.9,10.1,0
17/07/1992,Skardu,27.8,12.5,0
18/07/1992,Skardu,31.3,13.4,0
19/07/1992,Skardu,33,14.9,0
20/07/1992,Skardu,30.7,14.4,0
21/07/1992,Skardu,28.8,13.4,0
22/07/1992,Skardu,31.6,16.3,0
23/07/1992,Skardu,35.7,14.4,0
24/07/1992,Skardu,36.6,16.6,0
25/07/1992,Skardu,37.2,17.3,0
26/07/1992,Skardu,37.2,19,0
27/07/1992,Skardu,37.2,18.7,0
28/07/1992,Skardu,34.7,17.3,0
29/07/1992,Skardu,34,16.3,0
30/07/1992,Skardu,33.8,17.2,0
31/07/1992,Skardu,33.4,16.8,0
01/08/1992,Skardu,33.7,19.2,0
02/08/1992,Skardu,34,18.2,0
03/08/1992,Skardu,33.7,19.6,0
04/08/1992,Skardu,35.4,18.7,0.62
05/08/1992,Skardu,29.4,16.5,6.97
06/08/1992,Skardu,26.2,17.3,0
07/08/1992,Skardu,28.9,14.6,0
08/08/1992,Skardu,27.6,15.7,0.62
09/08/1992,Skardu,25.2,15.4,0.42
10/08/1992,Skardu,29.7,13,0
11/08/1992,Skardu,31.7,18.2,0
12/08/1992,Skardu,31.4,18.5,0
13/08/1992,Skardu,22.9,13.4,0.31
14/08/1992,Skardu,30.6,16.5,0
15/08/1992,Skardu,32.5,14.6,0.62
16/08/1992,Skardu,27,14.4,0
17/08/1992,Skardu,27.7,12.5,0
18/08/1992,Skardu,29.1,14.4,0
19/08/1992,Skardu,32.3,13,0
20/08/1992,Skardu,31.7,13.1,0
21/08/1992,Skardu,32.3,18.7,0
22/08/1992,Skardu,29.1,12.7,1.46
23/08/1992,Skardu,28.5,16.3,0
24/08/1992,Skardu,30.5,15,0
25/08/1992,Skardu,29.1,14.8,0.94
26/08/1992,Skardu,29.7,13.1,0.42
27/08/1992,Skardu,30.7,11.3,0
28/08/1992,Skardu,31,14.6,0
29/08/1992,Skardu,26.9,14,2.08
30/08/1992,Skardu,26.8,11.8,0.73
31/08/1992,Skardu,24.3,9,0
01/09/1992,Skardu,25.8,15.9,0
02/09/1992,Skardu,24.3,13,3.85
03/09/1992,Skardu,19.4,10.9,8.11
04/09/1992,Skardu,15.1,7.6,5.82
05/09/1992,Skardu,25.5,10.1,0
06/09/1992,Skardu,27.4,10.6,0
07/09/1992,Skardu,28.5,10.6,0
08/09/1992,Skardu,26.6,10.9,0.62
09/09/1992,Skardu,28.8,10.6,0
10/09/1992,Skardu,31.4,11.7,0
11/09/1992,Skardu,31.7,15.9,0
12/09/1992,Skardu,28.7,9.6,0
13/09/1992,Skardu,30.3,8.9,0
14/09/1992,Skardu,31.5,12.5,0
15/09/1992,Skardu,28.5,13.4,0
16/09/1992,Skardu,25.8,8.2,0
17/09/1992,Skardu,26.8,8.3,0
18/09/1992,Skardu,29.5,7.4,0
19/09/1992,Skardu,30.7,8.1,0
20/09/1992,Skardu,29.5,11.9,0
21/09/1992,Skardu,25.8,10,0
22/09/1992,Skardu,25.4,11,0
23/09/1992,Skardu,21.9,6,0
24/09/1992,Skardu,23.9,5.8,0
25/09/1992,Skardu,24,5.8,0
26/09/1992,Skardu,21.8,6.3,0
27/09/1992,Skardu,20.4,4.8,0
28/09/1992,Skardu,21.7,3.8,0
29/09/1992,Skardu,23.4,3.8,0
30/09/1992,Skardu,25,5.3,0
01/10/1992,Skardu,26.6,5.8,0
02/10/1992,Skardu,25.6,5.8,0
03/10/1992,Skardu,24.9,5.7,0
04/10/1992,Skardu,25.6,4.8,0
05/10/1992,Skardu,24.8,3.2,0
06/10/1992,Skardu,24.9,4.3,0
07/10/1992,Skardu,26.6,3.4,0
08/10/1992,Skardu,25.6,2.9,0
09/10/1992,Skardu,25.8,5.8,0
10/10/1992,Skardu,26,7.7,0
11/10/1992,Skardu,24.3,4.2,0
12/10/1992,Skardu,23.9,3.1,0
13/10/1992,Skardu,23.9,7.1,0
14/10/1992,Skardu,21.3,9.6,0
15/10/1992,Skardu,18,7.5,0
16/10/1992,Skardu,20.4,5.3,0
17/10/1992,Skardu,20,1.2,0
18/10/1992,Skardu,21.3,2.4,0
19/10/1992,Skardu,19.9,7.3,0
20/10/1992,Skardu,17.8,4.3,0
21/10/1992,Skardu,10.7,5.8,2.7
22/10/1992,Skardu,18.4,1.3,0
23/10/1992,Skardu,19.8,0.8,0
24/10/1992,Skardu,20.4,0.5,0
25/10/1992,Skardu,19.9,3.5,0
26/10/1992,Skardu,18,0.8,0
27/10/1992,Skardu,12.8,3.1,0
28/10/1992,Skardu,16.5,1.9,0
29/10/1992,Skardu,16.7,-0.8,0
30/10/1992,Skardu,17.7,-0.5,0
31/10/1992,Skardu,17.9,-1.5,0
01/11/1992,Skardu,19.8,-1.9,0
02/11/1992,Skardu,19.9,-1.9,0
03/11/1992,Skardu,18.4,-2,0
04/11/1992,Skardu,19.4,-1.9,0
05/11/1992,Skardu,19.1,-2.9,0
06/11/1992,Skardu,17.5,-2.4,0
07/11/1992,Skardu,17.3,-2.6,0
08/11/1992,Skardu,18.4,-2.4,0
09/11/1992,Skardu,17.9,0.3,0
10/11/1992,Skardu,16.2,1,0
11/11/1992,Skardu,13,3.4,0
12/11/1992,Skardu,12.9,-0.5,1.04
13/11/1992,Skardu,13.6,0,0
14/11/1992,Skardu,13.8,-0.5,0
15/11/1992,Skardu,11.1,0.8,0
16/11/1992,Skardu,9.7,1,0
17/11/1992,Skardu,11.1,2.4,0
18/11/1992,Skardu,9.3,-1.7,0
19/11/1992,Skardu,11.9,-3.3,0
20/11/1992,Skardu,11.9,-2.8,0
21/11/1992,Skardu,9.4,0.4,0
22/11/1992,Skardu,10.9,-1.3,0
23/11/1992,Skardu,10,-4.1,0
24/11/1992,Skardu,10.4,-4.1,0
25/11/1992,Skardu,7.4,-5.8,0
26/11/1992,Skardu,9.3,-4.3,0
27/11/1992,Skardu,5.3,-6,0
28/11/1992,Skardu,7.8,-4.5,0
29/11/1992,Skardu,10.1,-7.3,0
30/11/1992,Skardu,12.8,-1.8,1.04
01/12/1992,Skardu,7.6,-8.2,0
02/12/1992,Skardu,8.1,-7.2,0
03/12/1992,Skardu,6.8,-4.4,0
04/12/1992,Skardu,4.5,-1.6,4.68
05/12/1992,Skardu,3.5,0.9,11.13
06/12/1992,Skardu,6.2,0.5,1.25
07/12/1992,Skardu,7.8,1.3,0
08/12/1992,Skardu,6.1,-0.5,0
09/12/1992,Skardu,6.2,1.3,0
10/12/1992,Skardu,5.2,-2.2,0
11/12/1992,Skardu,3.5,-2.4,0
12/12/1992,Skardu,6,-5.1,0
13/12/1992,Skardu,4.9,-4.3,0
14/12/1992,Skardu,5.3,-5.5,0
15/12/1992,Skardu,6.4,-5.3,0
16/12/1992,Skardu,5.8,-4.3,0
17/12/1992,Skardu,6.8,-5.4,0
18/12/1992,Skardu,8.9,-8.9,0
19/12/1992,Skardu,8.1,-8.2,0
20/12/1992,Skardu,3.9,-7.2,0
21/12/1992,Skardu,4.1,-5.2,0
22/12/1992,Skardu,1.3,-6,3.12
23/12/1992,Skardu,0,-4.7,0
24/12/1992,Skardu,4.9,-6.1,0
25/12/1992,Skardu,3.3,-5.3,0
26/12/1992,Skardu,4.9,-3.5,0
27/12/1992,Skardu,3.2,-1.7,0
28/12/1992,Skardu,8.1,-3.4,0
29/12/1992,Skardu,4.9,-5,0
30/12/1992,Skardu,5,-5.2,0
31/12/1992,Skardu,7.6,-7.2,0
01/01/1993,Skardu,7.6,-5.1,0
02/01/1993,Skardu,6.8,-4.1,0
03/01/1993,Skardu,7.8,-9.4,0
04/01/1993,Skardu,5.8,-10.1,0
05/01/1993,Skardu,4.2,-11.2,0
06/01/1993,Skardu,5.2,-11.3,0
07/01/1993,Skardu,3.9,-12.4,0
08/01/1993,Skardu,4.3,-13.2,0
09/01/1993,Skardu,4,-12.8,0
10/01/1993,Skardu,5.5,-7.2,0
11/01/1993,Skardu,6.8,-9.4,0
12/01/1993,Skardu,4.7,-8.9,0
13/01/1993,Skardu,5.6,-9.2,0
14/01/1993,Skardu,5.4,-10.2,0
15/01/1993,Skardu,2.7,-9.7,0
16/01/1993,Skardu,3.9,-8.3,0
17/01/1993,Skardu,4.1,-9.3,0
18/01/1993,Skardu,5.8,-8.4,0
19/01/1993,Skardu,3.9,-5.6,0
20/01/1993,Skardu,6.2,-5.2,0
21/01/1993,Skardu,7,-6.5,0
22/01/1993,Skardu,6.5,-11.3,0
23/01/1993,Skardu,5,-14.6,0
24/01/1993,Skardu,5.1,-13.9,0
25/01/1993,Skardu,7,-5.3,0
26/01/1993,Skardu,10,-5.3,0
27/01/1993,Skardu,10,-6.3,0
28/01/1993,Skardu,8.4,-6.1,0
29/01/1993,Skardu,9.9,-7.1,0
30/01/1993,Skardu,9.1,-6.9,0
31/01/1993,Skardu,9.4,-7.9,0
01/02/1993,Skardu,10,-8.4,0
02/02/1993,Skardu,10.2,-7.7,0
03/02/1993,Skardu,8.4,-4.3,0
04/02/1993,Skardu,10,-2.6,0
05/02/1993,Skardu,11.5,-3.5,0
06/02/1993,Skardu,10.4,-2.4,0.73
07/02/1993,Skardu,8.1,1,0
08/02/1993,Skardu,11.9,-0.3,0
09/02/1993,Skardu,11.2,-1,0
10/02/1993,Skardu,11.5,0.2,0
11/02/1993,Skardu,8.1,0.6,0
12/02/1993,Skardu,10,0.6,0.42
13/02/1993,Skardu,11.3,-0.9,0
14/02/1993,Skardu,10.4,0,0
15/02/1993,Skardu,12.2,-2.3,0
16/02/1993,Skardu,11,-3.1,0
17/02/1993,Skardu,10.3,-1.9,0
18/02/1993,Skardu,9,-6.3,0
19/02/1993,Skardu,7.6,-3.8,0
20/02/1993,Skardu,8.9,-2.5,0
21/02/1993,Skardu,10.2,-1.5,0
22/02/1993,Skardu,3.3,-1,3.85
23/02/1993,Skardu,9.3,-4.6,0
24/02/1993,Skardu,10.4,-5,0
25/02/1993,Skardu,10.3,-1.7,0
26/02/1993,Skardu,11.2,0,0
27/02/1993,Skardu,12.9,1.5,0
28/02/1993,Skardu,9.3,3.6,0
01/03/1993,Skardu,11.3,-3.5,0
02/03/1993,Skardu,10.3,-2.9,0
03/03/1993,Skardu,11.1,0,0
04/03/1993,Skardu,8,-1.9,0
05/03/1993,Skardu,8.7,-3.6,0
06/03/1993,Skardu,11.1,-5.8,0
07/03/1993,Skardu,11.1,-6.2,0
08/03/1993,Skardu,13.2,-5.5,0
09/03/1993,Skardu,13,-3.3,0
10/03/1993,Skardu,12.8,-0.5,0
11/03/1993,Skardu,13.8,1.4,0
12/03/1993,Skardu,12.2,0.6,5.82
13/03/1993,Skardu,4.7,-1,15.6
14/03/1993,Skardu,8.7,-2.5,0
15/03/1993,Skardu,9.7,-3.6,0
16/03/1993,Skardu,10.1,-2.6,0
17/03/1993,Skardu,10.2,-2.5,0
18/03/1993,Skardu,8.3,-1.2,14.98
19/03/1993,Skardu,5.1,0.3,1.46
20/03/1993,Skardu,9.9,1.9,14.14
21/03/1993,Skardu,8.2,1.9,5.82
22/03/1993,Skardu,8.9,2.3,0
23/03/1993,Skardu,12.8,0.6,0
24/03/1993,Skardu,14.2,0,0
25/03/1993,Skardu,15.3,1.2,0
26/03/1993,Skardu,15,1.2,0
27/03/1993,Skardu,17,3.1,0
28/03/1993,Skardu,18.6,3.2,0
29/03/1993,Skardu,20.4,5.3,0
30/03/1993,Skardu,20.9,7.2,0
31/03/1993,Skardu,23.3,6.9,0
01/04/1993,Skardu,22.9,8.3,0
02/04/1993,Skardu,13.6,4.4,3.12
03/04/1993,Skardu,18,3.3,0
04/04/1993,Skardu,17.7,4.8,0
05/04/1993,Skardu,20.4,8.4,0
06/04/1993,Skardu,16.7,6.7,0
07/04/1993,Skardu,20,7.3,0
08/04/1993,Skardu,20.1,4.8,0
09/04/1993,Skardu,20.4,4.4,0
10/04/1993,Skardu,22.1,3.8,0
11/04/1993,Skardu,22.3,7,0
12/04/1993,Skardu,23.2,5.8,0
13/04/1993,Skardu,24.8,6,0
14/04/1993,Skardu,27.2,7,0
15/04/1993,Skardu,27.4,7.9,0
16/04/1993,Skardu,26.8,8.6,0
17/04/1993,Skardu,28.7,8.5,0
18/04/1993,Skardu,26.8,8,0
19/04/1993,Skardu,22.9,9.3,0
20/04/1993,Skardu,24.5,9.6,0
21/04/1993,Skardu,21.3,4.8,0
22/04/1993,Skardu,23.7,4.8,0
23/04/1993,Skardu,25,9,0
24/04/1993,Skardu,22.5,4.8,0
25/04/1993,Skardu,22.4,8.4,0
26/04/1993,Skardu,23.3,6.5,0
27/04/1993,Skardu,24.8,4.6,0
28/04/1993,Skardu,26.8,6.2,0
29/04/1993,Skardu,27.2,8,0
30/04/1993,Skardu,27.8,9,0
01/05/1993,Skardu,27.7,9.9,0
02/05/1993,Skardu,27.5,9.4,0
03/05/1993,Skardu,31.4,11.5,0
04/05/1993,Skardu,27.5,12.1,0
05/05/1993,Skardu,27.2,10.8,0
06/05/1993,Skardu,27.2,10.1,0
07/05/1993,Skardu,27.7,10.2,0
08/05/1993,Skardu,29.8,11,0
09/05/1993,Skardu,23.7,7.1,0
10/05/1993,Skardu,22.6,8.9,0
11/05/1993,Skardu,22,6.4,0
12/05/1993,Skardu,27.5,8.2,0
13/05/1993,Skardu,28.7,6,0
14/05/1993,Skardu,31,9.6,0
15/05/1993,Skardu,31.5,11.8,0
16/05/1993,Skardu,31.7,17.3,0
17/05/1993,Skardu,28.1,13.7,0
18/05/1993,Skardu,27.7,11,0
19/05/1993,Skardu,27.7,12.8,0
20/05/1993,Skardu,27.2,13.4,0
21/05/1993,Skardu,22.9,8.3,0
22/05/1993,Skardu,21.7,8.8,0
23/05/1993,Skardu,20.4,7,0
24/05/1993,Skardu,22.6,8.3,0
25/05/1993,Skardu,23.1,8,0
26/05/1993,Skardu,25.5,8.6,0
27/05/1993,Skardu,21.8,8,0
28/05/1993,Skardu,23.5,10,0
29/05/1993,Skardu,24.3,8.6,0
30/05/1993,Skardu,22,8.6,0
31/05/1993,Skardu,26,10.9,0
01/06/1993,Skardu,27.2,9.6,0
02/06/1993,Skardu,24.6,14.9,0
03/06/1993,Skardu,22.9,11.1,0
04/06/1993,Skardu,24.3,9.6,0
05/06/1993,Skardu,21.8,9.6,3.43
06/06/1993,Skardu,24.1,11.1,0
07/06/1993,Skardu,23.9,8.9,0
08/06/1993,Skardu,28.7,10.6,0
09/06/1993,Skardu,31.6,13.2,0
10/06/1993,Skardu,32.6,10.2,0
11/06/1993,Skardu,32.7,10,0
12/06/1993,Skardu,33.5,10.1,0
13/06/1993,Skardu,34.2,14.4,0
14/06/1993,Skardu,34,16,0
15/06/1993,Skardu,31,10.2,2.08
16/06/1993,Skardu,24.3,15.6,0.83
17/06/1993,Skardu,18.9,10.2,9.05
18/06/1993,Skardu,20.6,8,0
19/06/1993,Skardu,21.6,7.1,0
20/06/1993,Skardu,24.4,8.4,0
21/06/1993,Skardu,29.6,10.8,0
22/06/1993,Skardu,32,11.5,0
23/06/1993,Skardu,33.5,13,0
24/06/1993,Skardu,34.6,13.8,0
25/06/1993,Skardu,35.5,15.1,0
26/06/1993,Skardu,33.4,18.2,0
27/06/1993,Skardu,33.7,16.8,0
28/06/1993,Skardu,36.1,17.7,0
29/06/1993,Skardu,31.6,14.9,1.56
30/06/1993,Skardu,19,9.8,5.3
01/07/1993,Skardu,25,13,0
02/07/1993,Skardu,31.5,18.7,0
03/07/1993,Skardu,29.7,14.2,4.47
04/07/1993,Skardu,25.8,12.8,1.04
05/07/1993,Skardu,30.5,12.9,0
06/07/1993,Skardu,32.8,17.7,0
07/07/1993,Skardu,32.6,15.8,0
08/07/1993,Skardu,32,16.8,0
09/07/1993,Skardu,22.7,10.9,2.5
10/07/1993,Skardu,30.4,12,0
11/07/1993,Skardu,34.6,13.2,0
12/07/1993,Skardu,36.1,15,0
13/07/1993,Skardu,34.5,17.7,0
14/07/1993,Skardu,29.6,16.1,0
15/07/1993,Skardu,24.5,15.1,0
16/07/1993,Skardu,24.9,9.6,1.87
17/07/1993,Skardu,28.5,12.9,0
18/07/1993,Skardu,27.7,12.9,0
19/07/1993,Skardu,32,12.6,0
20/07/1993,Skardu,35.5,13.7,0
21/07/1993,Skardu,35.9,21.4,0
22/07/1993,Skardu,32.6,15.4,0
23/07/1993,Skardu,29.8,18,0
24/07/1993,Skardu,21.7,14,2.7
25/07/1993,Skardu,26.7,13.4,0
26/07/1993,Skardu,30.5,12.7,0
27/07/1993,Skardu,30.5,17.1,0
28/07/1993,Skardu,28.7,10.9,0
29/07/1993,Skardu,32.6,12.3,0
30/07/1993,Skardu,33.6,17.7,0
31/07/1993,Skardu,33.2,15.4,0
01/08/1993,Skardu,33.6,16.7,0
02/08/1993,Skardu,30.5,16.7,0
03/08/1993,Skardu,26.9,13.7,0
04/08/1993,Skardu,25.9,12.9,0
05/08/1993,Skardu,30.7,15.7,0
06/08/1993,Skardu,33.4,20.1,0
07/08/1993,Skardu,26.4,15,0.83
08/08/1993,Skardu,21.7,13.8,0
09/08/1993,Skardu,28.5,13.4,0
10/08/1993,Skardu,30.7,13.6,0
11/08/1993,Skardu,36.1,17.6,0
12/08/1993,Skardu,37.4,17.8,0
13/08/1993,Skardu,35.1,16.6,1.35
14/08/1993,Skardu,29.5,16.3,0.31
15/08/1993,Skardu,27.5,15.4,0.52
16/08/1993,Skardu,25.7,12.5,0.52
17/08/1993,Skardu,22.9,12.9,0.31
18/08/1993,Skardu,25.3,13.4,0
19/08/1993,Skardu,29.1,13,0
20/08/1993,Skardu,33.3,12.9,0
21/08/1993,Skardu,31.7,14.7,0
22/08/1993,Skardu,30.5,15.8,0
23/08/1993,Skardu,31.1,16.6,0
24/08/1993,Skardu,32.2,14,0
25/08/1993,Skardu,30.7,15.6,0
26/08/1993,Skardu,30.1,12.2,1.04
27/08/1993,Skardu,25.8,11.7,0
28/08/1993,Skardu,26.9,11.8,0
29/08/1993,Skardu,28.8,11.8,0
30/08/1993,Skardu,30.4,11.9,0
31/08/1993,Skardu,31.4,15.6,0
01/09/1993,Skardu,31.4,15.6,0
02/09/1993,Skardu,30.5,14.5,0
03/09/1993,Skardu,32.3,15.4,0
04/09/1993,Skardu,31.5,14.8,0
05/09/1993,Skardu,27.9,14.4,0
06/09/1993,Skardu,24.5,12.8,2.39
07/09/1993,Skardu,18.9,12.6,1.04
08/09/1993,Skardu,20.4,8,0.31
09/09/1993,Skardu,26.4,13.3,0
10/09/1993,Skardu,21.7,11.9,0.31
11/09/1993,Skardu,20.7,8.6,0
12/09/1993,Skardu,28.6,7.7,0
13/09/1993,Skardu,29.6,7.1,0
14/09/1993,Skardu,30.8,7.5,0
15/09/1993,Skardu,30.5,9,0
16/09/1993,Skardu,31.5,9,0
17/09/1993,Skardu,32.2,11.9,0
18/09/1993,Skardu,30.5,11.3,0
19/09/1993,Skardu,30.4,11.7,0
20/09/1993,Skardu,30.3,12.1,0
21/09/1993,Skardu,28.5,11.2,0
22/09/1993,Skardu,27.6,11.3,0
23/09/1993,Skardu,21.6,9,0
24/09/1993,Skardu,18.7,9,0.52
25/09/1993,Skardu,21.8,5.2,0
26/09/1993,Skardu,23.8,8.2,0
27/09/1993,Skardu,23.5,9.8,0
28/09/1993,Skardu,24.3,9.9,0
29/09/1993,Skardu,20.6,5.5,0
30/09/1993,Skardu,18.8,3.3,0
01/10/1993,Skardu,20,2.7,0
02/10/1993,Skardu,20.8,7.4,0
03/10/1993,Skardu,20.9,4,0
04/10/1993,Skardu,20,5.8,0
05/10/1993,Skardu,18.9,2.4,0
06/10/1993,Skardu,18.9,2.6,0
07/10/1993,Skardu,19.4,2.9,0
08/10/1993,Skardu,18.8,1.4,0
09/10/1993,Skardu,19.7,1.2,0
10/10/1993,Skardu,21,1.6,0
11/10/1993,Skardu,19.9,1.4,0
12/10/1993,Skardu,18.9,2.3,0
13/10/1993,Skardu,21,1.3,0
14/10/1993,Skardu,21.6,0.8,0
15/10/1993,Skardu,19,3.1,0
16/10/1993,Skardu,20.9,0.8,0
17/10/1993,Skardu,21.6,0.5,0
18/10/1993,Skardu,21.8,1.1,0
19/10/1993,Skardu,21.4,-0.9,0
20/10/1993,Skardu,21.7,1,0
21/10/1993,Skardu,19.8,4.1,0
22/10/1993,Skardu,16.2,0,0
23/10/1993,Skardu,16.9,-1.4,0
24/10/1993,Skardu,17.9,1.2,0
25/10/1993,Skardu,18.4,2.4,0
26/10/1993,Skardu,19.8,4.1,0
27/10/1993,Skardu,18,3.2,0
28/10/1993,Skardu,18.8,-0.5,0
29/10/1993,Skardu,18.4,-1.9,0
30/10/1993,Skardu,18.6,-3.6,0
31/10/1993,Skardu,17.9,-2.9,0
01/11/1993,Skardu,28.6,10.5,0
02/11/1993,Skardu,28.8,10.2,0
03/11/1993,Skardu,28.3,10,0
04/11/1993,Skardu,27.1,10.6,0
05/11/1993,Skardu,25.9,10.4,0
06/11/1993,Skardu,27.9,10.2,0
07/11/1993,Skardu,28.3,9.7,0
08/11/1993,Skardu,26.4,9.6,0
09/11/1993,Skardu,27.5,9.4,0
10/11/1993,Skardu,24.8,8.9,0
11/11/1993,Skardu,26.6,8.6,0
12/11/1993,Skardu,25.5,8.7,0
13/11/1993,Skardu,25.4,8.9,0
14/11/1993,Skardu,24.9,8.8,0
15/11/1993,Skardu,24.5,8.6,0
16/11/1993,Skardu,24.1,8.4,0
17/11/1993,Skardu,25.6,8.2,0
18/11/1993,Skardu,25.1,8.4,0
19/11/1993,Skardu,24.6,8.4,0
20/11/1993,Skardu,23.7,8.3,0
21/11/1993,Skardu,24,7.9,0
22/11/1993,Skardu,23.5,7.7,0
23/11/1993,Skardu,24,8,0
24/11/1993,Skardu,24.3,7.6,0
25/11/1993,Skardu,23.1,7.4,0
26/11/1993,Skardu,23.7,6.8,0
27/11/1993,Skardu,23.2,6.7,0
28/11/1993,Skardu,22.6,6.6,0
29/11/1993,Skardu,22.5,6.7,0
30/11/1993,Skardu,23.9,8.5,4.16
01/12/1993,Skardu,8.1,-4.3,0
02/12/1993,Skardu,10.3,-4.4,0
03/12/1993,Skardu,11.8,-6,0
04/12/1993,Skardu,10.3,-6.2,0
05/12/1993,Skardu,11,-7.3,0
06/12/1993,Skardu,9.2,-6.2,0
07/12/1993,Skardu,7.4,-7.7,0
08/12/1993,Skardu,9.1,-4.5,0
09/12/1993,Skardu,11.3,-3.5,0
10/12/1993,Skardu,6.1,-3.6,0
11/12/1993,Skardu,7,-8.3,0
12/12/1993,Skardu,8.3,-7.2,0
13/12/1993,Skardu,5.4,-7.2,0
14/12/1993,Skardu,6.4,-7.4,0
15/12/1993,Skardu,6.8,-9.9,0
16/12/1993,Skardu,7.4,-8.2,0
17/12/1993,Skardu,6,-10.3,0
18/12/1993,Skardu,6.7,-10.2,0
19/12/1993,Skardu,4.4,-5.8,0
20/12/1993,Skardu,3.1,-4.5,0
21/12/1993,Skardu,5.8,-1.9,0
22/12/1993,Skardu,8.2,-6.9,0
23/12/1993,Skardu,9,6.4,0
24/12/1993,Skardu,5.8,-4.3,0
25/12/1993,Skardu,10.9,-3.8,0
26/12/1993,Skardu,9.1,-9.5,0
27/12/1993,Skardu,6.5,-9.2,0
28/12/1993,Skardu,7.4,-11.3,0
29/12/1993,Skardu,7.4,-10.9,0
30/12/1993,Skardu,4.7,-11.1,0
31/12/1993,Skardu,6.3,-9.3,0
01/01/1994,Skardu,6.3,-11.8,0
02/01/1994,Skardu,3.2,-12,0
03/01/1994,Skardu,5.4,-10.6,0
04/01/1994,Skardu,3.9,-10,0
05/01/1994,Skardu,5.9,-6.4,0
06/01/1994,Skardu,4.5,-4.3,0
07/01/1994,Skardu,1,-3.5,5.3
08/01/1994,Skardu,2.1,-5.5,2.08
09/01/1994,Skardu,2.4,-1.4,14.98
10/01/1994,Skardu,3.3,-0.6,2.08
11/01/1994,Skardu,4.2,-3.8,0.83
12/01/1994,Skardu,5.4,-5.5,0
13/01/1994,Skardu,2.2,-6.4,0
14/01/1994,Skardu,3.6,-6.2,0
15/01/1994,Skardu,4.9,-6.4,0
16/01/1994,Skardu,2.9,-2.6,0
17/01/1994,Skardu,1.6,-2.5,5.51
18/01/1994,Skardu,2.9,-2.5,5.3
19/01/1994,Skardu,2.4,-6.4,0
20/01/1994,Skardu,2.9,-10,0
21/01/1994,Skardu,1.6,-10.3,0
22/01/1994,Skardu,1.4,-9.8,0
23/01/1994,Skardu,1.2,-6.7,0
24/01/1994,Skardu,2.4,-8.8,0
25/01/1994,Skardu,0.8,-8.2,0
26/01/1994,Skardu,1.7,-6.7,0
27/01/1994,Skardu,1,-9.3,0
28/01/1994,Skardu,0.8,-8.6,0
29/01/1994,Skardu,-0.5,-9.1,0
