Date,location,Tmax,Tmin,precipitation
01/01/1990,Astore,2.7,-3.1,0
02/01/1990,Astore,2.7,-2.6,0
03/01/1990,Astore,2.9,-5.2,0
04/01/1990,Astore,1.2,-6.2,0
05/01/1990,Astore,-1.1,-5.7,0
06/01/1990,Astore,-0.8,-6.2,0
07/01/1990,Astore,1.6,-5.7,0
08/01/1990,Astore,3,-5.2,0
09/01/1990,Astore,1.3,-7.3,0
10/01/1990,Astore,3,-6.7,0
11/01/1990,Astore,2.7,-6.2,0
12/01/1990,Astore,7,-4.7,0
13/01/1990,Astore,4.3,-2,0
14/01/1990,Astore,4.9,-6.7,0
15/01/1990,Astore,3.3,-6.2,0
16/01/1990,Astore,4.9,-4.7,0
17/01/1990,Astore,2.7,-1,0
18/01/1990,Astore,1.9,-1,0
19/01/1990,Astore,7,-6.7,0
20/01/1990,Astore,2.2,-7.3,0
21/01/1990,Astore,3.3,-5.2,0
22/01/1990,Astore,0.3,-2.6,0
23/01/1990,Astore,6.4,-3.1,0
24/01/1990,Astore,1.3,-7.3,0
25/01/1990,Astore,2.7,-8.7,0
26/01/1990,Astore,0.6,-8.7,0
27/01/1990,Astore,1.9,-9.9,0
28/01/1990,Astore,1.6,-8.7,0
29/01/1990,Astore,1.6,-5.7,0
30/01/1990,Astore,4,-4.1,0
31/01/1990,Astore,2.7,-3.6,0
01/02/1990,Astore,2.2,-7.3,0
02/02/1990,Astore,1.2,-10.9,0
03/02/1990,Astore,0.1,-11.9,0
04/02/1990,Astore,-0.5,-11.3,0
05/02/1990,Astore,0.1,-7.3,0
06/02/1990,Astore,1.2,-6.7,0
07/02/1990,Astore,1.6,-9.3,0
08/02/1990,Astore,2.2,-8.7,0
09/02/1990,Astore,3.7,-3.6,8.64
10/02/1990,Astore,1.9,-2.6,17.28
11/02/1990,Astore,5.4,-2.6,0
12/02/1990,Astore,6.5,-8.3,0
13/02/1990,Astore,4.8,-6.7,0
14/02/1990,Astore,4.6,-6.2,0
15/02/1990,Astore,6.7,-6.2,0
16/02/1990,Astore,6.4,-5.7,0
17/02/1990,Astore,7,-3.6,0
18/02/1990,Astore,6,-1,2.38
19/02/1990,Astore,4.3,-5.7,6.26
20/02/1990,Astore,4.9,-5.4,0
21/02/1990,Astore,6,-4.7,0
22/02/1990,Astore,6.4,-2.6,0
23/02/1990,Astore,9.1,-4.1,0
24/02/1990,Astore,6.4,-4.1,0
25/02/1990,Astore,9.1,-3.6,0
26/02/1990,Astore,12.3,-1,0
27/02/1990,Astore,9.1,-0.6,5.4
28/02/1990,Astore,5.4,-1,8.64
01/03/1990,Astore,6.4,-1.6,3.78
02/03/1990,Astore,6,-2,0
03/03/1990,Astore,7.5,-3.1,0
04/03/1990,Astore,8.1,-3.1,0
05/03/1990,Astore,8.5,-3.1,0
06/03/1990,Astore,9.1,-2.6,0
07/03/1990,Astore,9.4,-1.6,0
08/03/1990,Astore,12.3,-1.6,0
09/03/1990,Astore,12.9,-0.6,0
10/03/1990,Astore,16,0,0
11/03/1990,Astore,18.1,3.1,0
12/03/1990,Astore,13.3,2.6,0
13/03/1990,Astore,14.2,3.6,1.08
14/03/1990,Astore,15.2,3.6,0
15/03/1990,Astore,15.6,4.7,0
16/03/1990,Astore,16.6,5.2,0
17/03/1990,Astore,15.3,5.7,0.54
18/03/1990,Astore,16,5.7,0
19/03/1990,Astore,15,5.7,1.94
20/03/1990,Astore,10.5,4.1,3.67
21/03/1990,Astore,14.5,4.4,0
22/03/1990,Astore,12.9,4.1,1.51
23/03/1990,Astore,14.5,3.1,7.56
24/03/1990,Astore,11.2,2.9,7.13
25/03/1990,Astore,7.5,1.3,12.31
26/03/1990,Astore,9.1,0.6,0
27/03/1990,Astore,11.8,0,0
28/03/1990,Astore,13.6,2,0
29/03/1990,Astore,14.7,2.6,0
30/03/1990,Astore,15.6,2.6,0
31/03/1990,Astore,15,3.1,0
01/04/1990,Astore,16.6,3.1,0
02/04/1990,Astore,17.7,3.6,0
03/04/1990,Astore,17.7,5.7,0
04/04/1990,Astore,16.6,5.7,0
05/04/1990,Astore,16.6,5.2,0
06/04/1990,Astore,20.8,5.4,0
07/04/1990,Astore,21,5.2,0
08/04/1990,Astore,22.5,6.7,0
09/04/1990,Astore,18.1,5.7,3.46
10/04/1990,Astore,13.6,2.6,14.8
11/04/1990,Astore,8.6,2.6,29.27
12/04/1990,Astore,8.5,2.6,3.78
13/04/1990,Astore,13.9,5.7,0
14/04/1990,Astore,12.9,5.4,5.4
15/04/1990,Astore,13.3,2,7.56
16/04/1990,Astore,15.6,2.3,0
17/04/1990,Astore,17.1,3.6,0
18/04/1990,Astore,16.6,3.3,10.8
19/04/1990,Astore,11.8,4.1,2.16
20/04/1990,Astore,19.3,5.7,0
21/04/1990,Astore,20.8,7.7,5.62
22/04/1990,Astore,8.6,2,25.27
23/04/1990,Astore,14.5,6.7,0
24/04/1990,Astore,14.2,5.7,5.83
25/04/1990,Astore,12.3,3.6,0
26/04/1990,Astore,17.2,5.7,0
27/04/1990,Astore,21.4,4.7,0
28/04/1990,Astore,22.5,5.2,10.26
29/04/1990,Astore,17.7,5.7,0
30/04/1990,Astore,18,2,16.63
01/05/1990,Astore,10.8,2.3,5.94
02/05/1990,Astore,8.5,2,4.54
03/05/1990,Astore,12.9,2.6,0
04/05/1990,Astore,15.3,3.1,0
05/05/1990,Astore,15.6,3.1,0
06/05/1990,Astore,17.1,3.1,0
07/05/1990,Astore,20.5,6,0
08/05/1990,Astore,22.5,8.7,0
09/05/1990,Astore,21.4,3.3,16.52
10/05/1990,Astore,16,4.7,7.56
11/05/1990,Astore,17.3,6.4,0
12/05/1990,Astore,21.7,7.7,0
13/05/1990,Astore,21.9,9.9,0
14/05/1990,Astore,22.5,7.7,0
15/05/1990,Astore,22.9,7.7,0
16/05/1990,Astore,24.1,8.3,0
17/05/1990,Astore,25.2,9.9,0
18/05/1990,Astore,25.6,10.3,0.54
19/05/1990,Astore,20.8,8.7,0
20/05/1990,Astore,24.1,9.6,0
21/05/1990,Astore,24.1,10.6,0
22/05/1990,Astore,24.1,10.3,0
23/05/1990,Astore,24.6,10.3,0
24/05/1990,Astore,23.5,7.7,1.3
25/05/1990,Astore,22.2,8.3,3.02
26/05/1990,Astore,18.1,6.7,0
27/05/1990,Astore,20.3,9.9,0
28/05/1990,Astore,21.4,8,4.32
29/05/1990,Astore,17.1,6.7,4.54
30/05/1990,Astore,15,4.7,0
31/05/1990,Astore,21.9,7.7,0
01/06/1990,Astore,24.1,9.9,0
02/06/1990,Astore,18.7,7.3,7.34
03/06/1990,Astore,18.7,7.3,2.81
04/06/1990,Astore,18.1,5.7,5.18
05/06/1990,Astore,20.5,7.7,0
06/06/1990,Astore,22.9,8.7,0
07/06/1990,Astore,24.1,9.3,0
08/06/1990,Astore,24.1,9.9,0
09/06/1990,Astore,22.9,11.9,0
10/06/1990,Astore,18.1,8.3,4.32
11/06/1990,Astore,22.9,7.3,4.32
12/06/1990,Astore,21.1,8.3,0
13/06/1990,Astore,24.3,9.3,0
14/06/1990,Astore,26.7,11.3,0
15/06/1990,Astore,27.7,11.9,0
16/06/1990,Astore,28.9,14,0
17/06/1990,Astore,24.6,14.5,0.43
18/06/1990,Astore,26.7,13.7,0
19/06/1990,Astore,27.4,14,0
20/06/1990,Astore,27.3,16.3,0
21/06/1990,Astore,28.3,15,1.08
22/06/1990,Astore,20.4,11.9,1.51
23/06/1990,Astore,18.1,11.1,9.07
24/06/1990,Astore,17.7,10.9,2.7
25/06/1990,Astore,21.7,11.3,1.51
26/06/1990,Astore,17.1,9,11.88
27/06/1990,Astore,20.4,9.9,0
28/06/1990,Astore,18.7,8.7,1.3
29/06/1990,Astore,23.8,9.3,0
30/06/1990,Astore,25.6,9.3,0
01/07/1990,Astore,25.6,10,0
02/07/1990,Astore,26.7,12.4,0
03/07/1990,Astore,28,15,0
04/07/1990,Astore,26.2,11.3,0.65
05/07/1990,Astore,26.7,14.5,1.4
06/07/1990,Astore,23.2,14,0
07/07/1990,Astore,27,12.6,3.67
08/07/1990,Astore,26.2,11.3,0
09/07/1990,Astore,28.9,12.6,0
10/07/1990,Astore,29.5,10.9,4.64
11/07/1990,Astore,19.8,11.9,0
12/07/1990,Astore,24.2,10.3,0
13/07/1990,Astore,26.5,12.9,0
14/07/1990,Astore,26.5,11.9,0
15/07/1990,Astore,26.7,12.9,0
16/07/1990,Astore,24.9,12.9,0
17/07/1990,Astore,23.8,12.9,0
18/07/1990,Astore,21.4,11.9,0
19/07/1990,Astore,24.1,8.7,6.48
20/07/1990,Astore,18.9,8.3,0
21/07/1990,Astore,21.4,9.3,0
22/07/1990,Astore,21.4,9.3,0
23/07/1990,Astore,22.9,9.9,0
24/07/1990,Astore,22.9,10.9,0
25/07/1990,Astore,24.1,9.3,0
26/07/1990,Astore,26.5,11.3,0
27/07/1990,Astore,28.3,12.2,0
28/07/1990,Astore,29.4,14.2,0
29/07/1990,Astore,30,15.5,0
30/07/1990,Astore,27.7,14.5,3.67
31/07/1990,Astore,19.8,13.2,1.51
01/08/1990,Astore,21.9,12.9,0
02/08/1990,Astore,20.4,12.4,0
03/08/1990,Astore,21.9,11.9,0
04/08/1990,Astore,20.4,10.9,3.89
05/08/1990,Astore,19.8,11.3,0
06/08/1990,Astore,25.2,11.3,0
07/08/1990,Astore,28,11.3,0
08/08/1990,Astore,29.7,13.4,0
09/08/1990,Astore,31,16.6,0
10/08/1990,Astore,28.3,14,0
11/08/1990,Astore,25.2,13.4,0
12/08/1990,Astore,26.7,14.5,0
13/08/1990,Astore,21.4,11.9,0
14/08/1990,Astore,26.7,11.6,0
15/08/1990,Astore,28.9,11.3,0
16/08/1990,Astore,29.4,11.9,0
17/08/1990,Astore,30.4,13.4,0
18/08/1990,Astore,31,16,0
19/08/1990,Astore,28.9,14.5,2.38
20/08/1990,Astore,18.7,12.4,12.96
21/08/1990,Astore,18.3,11.3,7.67
22/08/1990,Astore,21.4,11.3,1.73
23/08/1990,Astore,18,9.9,4.43
24/08/1990,Astore,23.5,10.3,0
25/08/1990,Astore,25.6,11.3,0
26/08/1990,Astore,26.5,12.4,0
27/08/1990,Astore,24.1,12.4,0
28/08/1990,Astore,21.9,11.9,0
29/08/1990,Astore,20.8,11.9,0
30/08/1990,Astore,22.5,9.9,0
31/08/1990,Astore,23.5,10.9,0.54
01/09/1990,Astore,16,9.3,4.1
02/09/1990,Astore,21.4,8.7,0
03/09/1990,Astore,20.5,9.3,3.24
04/09/1990,Astore,16.1,6.7,0.65
05/09/1990,Astore,21.9,8,0
06/09/1990,Astore,23.5,8.3,0
07/09/1990,Astore,22.9,8.6,0
08/09/1990,Astore,23.2,8.7,0
09/09/1990,Astore,25.6,8.7,0
10/09/1990,Astore,26.9,10.3,0
11/09/1990,Astore,27.3,10.3,0
12/09/1990,Astore,28.3,10.3,0
13/09/1990,Astore,28.4,10.3,0
14/09/1990,Astore,29.4,10.3,0
15/09/1990,Astore,29.1,11.9,0
16/09/1990,Astore,27.3,13.4,0
17/09/1990,Astore,26.7,14,0
18/09/1990,Astore,23.8,11.9,0
19/09/1990,Astore,21.9,9.9,0
20/09/1990,Astore,21.4,8.3,0
21/09/1990,Astore,22.9,9.3,0
22/09/1990,Astore,24.1,9.9,0
23/09/1990,Astore,17.7,7,3.56
24/09/1990,Astore,19.8,6.2,0
25/09/1990,Astore,18.7,5.7,0
26/09/1990,Astore,22.5,6.2,0
27/09/1990,Astore,22.8,6.4,0
28/09/1990,Astore,23.5,7.7,0
29/09/1990,Astore,22.5,8,0
30/09/1990,Astore,24.1,8.7,0
01/10/1990,Astore,21,7.3,0
02/10/1990,Astore,21.9,8.3,0
03/10/1990,Astore,20.5,10.9,1.08
04/10/1990,Astore,12.9,7.3,17.5
05/10/1990,Astore,12.9,4.7,0
06/10/1990,Astore,18,4.7,0
07/10/1990,Astore,19.3,5.2,0
08/10/1990,Astore,21.9,4.7,0
09/10/1990,Astore,22.5,7.7,0
10/10/1990,Astore,17.7,7,0
11/10/1990,Astore,18.1,7.3,0
12/10/1990,Astore,10.8,4.1,5.94
13/10/1990,Astore,14.7,5.2,0
14/10/1990,Astore,13.2,4.1,0
15/10/1990,Astore,13.8,3.1,0
16/10/1990,Astore,14.2,3.1,0
17/10/1990,Astore,15.6,3.1,0
18/10/1990,Astore,16.3,4.1,0
19/10/1990,Astore,14.2,4.1,0
20/10/1990,Astore,14.5,4.1,0.65
21/10/1990,Astore,11.8,4.7,0
22/10/1990,Astore,11.2,3.6,2.16
23/10/1990,Astore,12.6,0.7,0
24/10/1990,Astore,13.3,1,0
25/10/1990,Astore,15,0.7,0
26/10/1990,Astore,15.6,2.6,0
27/10/1990,Astore,17.7,2.6,0
28/10/1990,Astore,12.9,1.6,1.08
29/10/1990,Astore,12.9,1.6,0
30/10/1990,Astore,10.8,-0.6,0
31/10/1990,Astore,12.9,-1,0
01/11/1990,Astore,11.8,-0.6,0
02/11/1990,Astore,12.3,0,0
03/11/1990,Astore,12.9,-0.6,0
04/11/1990,Astore,12.3,-0.6,0
05/11/1990,Astore,12.6,0,0
06/11/1990,Astore,13.3,0.6,0
07/11/1990,Astore,13.3,1,0
08/11/1990,Astore,13.6,0.6,0
09/11/1990,Astore,13.2,0.6,0
10/11/1990,Astore,13.2,0.6,0
11/11/1990,Astore,13.3,0.6,0
12/11/1990,Astore,11.5,3.1,0
13/11/1990,Astore,11.8,1.6,2.16
14/11/1990,Astore,8.8,1.6,0
15/11/1990,Astore,10.2,-0.6,0
16/11/1990,Astore,11.8,-1,0
17/11/1990,Astore,11.8,-1.6,0
18/11/1990,Astore,12.1,-1.6,0
19/11/1990,Astore,12.1,-0.6,0
20/11/1990,Astore,12.9,-1,0
21/11/1990,Astore,12.1,-0.6,0
22/11/1990,Astore,12.5,1.6,1.08
23/11/1990,Astore,10.5,3.6,3.56
24/11/1990,Astore,8.1,2.6,5.4
25/11/1990,Astore,14.2,-1,0
26/11/1990,Astore,13.2,-1,0
27/11/1990,Astore,9.9,-1.3,0
28/11/1990,Astore,11.5,-0.6,0
29/11/1990,Astore,10.2,-2.6,0
30/11/1990,Astore,12.3,-1.6,0
01/12/1990,Astore,9.1,-1,0
02/12/1990,Astore,8.1,-0.6,1.08
03/12/1990,Astore,8.1,-2,0
04/12/1990,Astore,6.5,-2.6,0
05/12/1990,Astore,10.8,-1,0
06/12/1990,Astore,6.4,1,4.43
07/12/1990,Astore,7,-5.2,0
08/12/1990,Astore,8.1,-4.1,0
09/12/1990,Astore,7.5,-3.1,0
10/12/1990,Astore,9.7,-2,0
11/12/1990,Astore,10.2,-1.6,0
12/12/1990,Astore,8.3,-0.6,0
13/12/1990,Astore,6.7,1.6,0
14/12/1990,Astore,10.2,2,0
15/12/1990,Astore,10.8,2,0
16/12/1990,Astore,10.9,2.6,0
17/12/1990,Astore,12.3,1.6,0
18/12/1990,Astore,10.8,1.8,0
19/12/1990,Astore,9.4,1.6,0
20/12/1990,Astore,10.8,4.1,0
21/12/1990,Astore,8.1,0.6,0
22/12/1990,Astore,8.3,0.6,0
23/12/1990,Astore,4.3,-1.6,0
24/12/1990,Astore,2.3,-1.6,0
25/12/1990,Astore,3.3,-4.1,2.7
26/12/1990,Astore,3.7,-4.1,0
27/12/1990,Astore,3.9,-8.3,0
28/12/1990,Astore,2.7,-8.3,0
29/12/1990,Astore,0.6,-5.7,2.16
30/12/1990,Astore,-0.5,-3.6,3.24
31/12/1990,Astore,1.6,3.1,0
01/01/1991,Astore,2.7,-0.6,0
02/01/1991,Astore,2.7,0,10.8
03/01/1991,Astore,3.7,-1,5.72
04/01/1991,Astore,1.6,-2.6,6.91
05/01/1991,Astore,4.3,-5.7,0
06/01/1991,Astore,0.6,-5.2,0
07/01/1991,Astore,1.2,-2.6,2.27
08/01/1991,Astore,4.9,-8.3,0
09/01/1991,Astore,4.9,-8.3,0
10/01/1991,Astore,0.6,-5.2,3.46
11/01/1991,Astore,2.7,-5.7,0
12/01/1991,Astore,2.2,-10.9,0
13/01/1991,Astore,-1.3,-10.9,0
14/01/1991,Astore,1.2,-5.7,0
15/01/1991,Astore,0.6,-5.7,9.07
16/01/1991,Astore,1.9,-7.3,0
17/01/1991,Astore,3.3,-10.9,0
18/01/1991,Astore,2.7,-10.9,0
19/01/1991,Astore,3.3,-10.9,0
20/01/1991,Astore,0.1,-10.3,0
21/01/1991,Astore,1.2,-11.9,0
22/01/1991,Astore,-0.5,-10.9,0
23/01/1991,Astore,-2.1,-5.7,9.07
24/01/1991,Astore,-0.8,-6.7,0
25/01/1991,Astore,2.2,-6.7,0
26/01/1991,Astore,0.6,-6.2,6.8
27/01/1991,Astore,1.6,-8.3,0
28/01/1991,Astore,1.6,-8.7,0
29/01/1991,Astore,0.2,-3.6,2.59
30/01/1991,Astore,2.7,-9.3,0
31/01/1991,Astore,0.2,-9.9,0
01/02/1991,Astore,1.6,-9.3,0
02/02/1991,Astore,0.1,-8.7,0
03/02/1991,Astore,3.3,-7.3,0
04/02/1991,Astore,1.6,-6.2,0
05/02/1991,Astore,0.6,-3.1,0
06/02/1991,Astore,2.2,-3.1,0
07/02/1991,Astore,1.6,-3.6,0.65
08/02/1991,Astore,0.6,-2.6,25.27
09/02/1991,Astore,3.3,-3.6,0
10/02/1991,Astore,8.1,-1.6,4.54
11/02/1991,Astore,1.6,-1.6,8.64
12/02/1991,Astore,4.3,-1.6,11.45
13/02/1991,Astore,1.6,-2,20.52
14/02/1991,Astore,1.2,-2,9.07
15/02/1991,Astore,2.7,-3.1,0
16/02/1991,Astore,3.3,-5.2,0
17/02/1991,Astore,2.2,-4.7,3.46
18/02/1991,Astore,4.3,-3.6,0
19/02/1991,Astore,-0.5,-4.1,6.8
20/02/1991,Astore,-0.5,-3.6,9.18
21/02/1991,Astore,0.3,-4.7,13.72
22/02/1991,Astore,2.7,-5.7,0
23/02/1991,Astore,4.5,-6.2,0
24/02/1991,Astore,2.2,-5.7,0
25/02/1991,Astore,2.2,-3.6,0
26/02/1991,Astore,6,-3.1,0
27/02/1991,Astore,6.4,-4.7,0
28/02/1991,Astore,4.3,-3.1,0
01/03/1991,Astore,2.7,-1.6,6.8
02/03/1991,Astore,6,-1,0
03/03/1991,Astore,7.7,-2.6,0
04/03/1991,Astore,7,-2.6,0
05/03/1991,Astore,8.3,0,0
06/03/1991,Astore,8.7,0.6,0
07/03/1991,Astore,8.5,-1,0
08/03/1991,Astore,9.3,-1,0
09/03/1991,Astore,7,-0.6,0
10/03/1991,Astore,11.2,1,0
11/03/1991,Astore,10.8,1.6,0
12/03/1991,Astore,9.7,1.6,0
13/03/1991,Astore,12.9,0,0
14/03/1991,Astore,11.4,0,0
15/03/1991,Astore,13.9,1,0
16/03/1991,Astore,13.5,2.6,0
17/03/1991,Astore,15,5.2,1.08
18/03/1991,Astore,8.3,4.1,5.4
19/03/1991,Astore,7.8,4.7,4.32
20/03/1991,Astore,9.4,2,9.29
21/03/1991,Astore,11.2,2,3.24
22/03/1991,Astore,11.2,2.6,0
23/03/1991,Astore,6,1.6,4.32
24/03/1991,Astore,9.7,1.6,0
25/03/1991,Astore,9.7,0.6,0
26/03/1991,Astore,11.2,0.6,0
27/03/1991,Astore,8.8,1.6,0
28/03/1991,Astore,12.3,1.6,1.08
29/03/1991,Astore,11.2,1,1.08
30/03/1991,Astore,8.7,0,0
31/03/1991,Astore,11.2,0.6,0
01/04/1991,Astore,10.8,-1,0
02/04/1991,Astore,12.3,0,0
03/04/1991,Astore,12.9,0.6,0
04/04/1991,Astore,15,1,0
05/04/1991,Astore,15,1.3,0
06/04/1991,Astore,14.5,4.7,2.16
07/04/1991,Astore,12.3,3.6,14.04
08/04/1991,Astore,8.1,2,24.08
09/04/1991,Astore,3.8,0,23.98
10/04/1991,Astore,7.3,0,0
11/04/1991,Astore,9.1,0,0
12/04/1991,Astore,7.3,-0.6,0
13/04/1991,Astore,9.7,0,0
14/04/1991,Astore,9.3,1.6,0
15/04/1991,Astore,11.9,3.1,3.24
16/04/1991,Astore,7.8,0.6,10.8
17/04/1991,Astore,7.1,0.6,15.12
18/04/1991,Astore,12.5,1.6,0
19/04/1991,Astore,15,2.6,0
20/04/1991,Astore,17.3,2.6,0
21/04/1991,Astore,17.1,3.6,0
22/04/1991,Astore,17.1,4.7,0
23/04/1991,Astore,18.5,5.7,0
24/04/1991,Astore,17.7,7.3,0
25/04/1991,Astore,16,5.7,0
26/04/1991,Astore,18.1,7.3,0
27/04/1991,Astore,17.9,7.4,0
28/04/1991,Astore,13.3,3.6,0
29/04/1991,Astore,10.5,4.1,0
30/04/1991,Astore,17.1,4.9,0
01/05/1991,Astore,19.3,6.8,0
02/05/1991,Astore,20.4,7.3,0
03/05/1991,Astore,21.4,8.3,0
04/05/1991,Astore,20.8,8.3,0
05/05/1991,Astore,21.4,8.7,0
06/05/1991,Astore,19.8,9.3,0
07/05/1991,Astore,19.8,8.7,0
08/05/1991,Astore,19.8,8.3,0
09/05/1991,Astore,20.8,9.3,0
10/05/1991,Astore,20.4,5.7,1.08
11/05/1991,Astore,17.1,5.2,0
12/05/1991,Astore,18.1,7.3,0
13/05/1991,Astore,18.1,5.7,0
14/05/1991,Astore,19.8,9.3,0
15/05/1991,Astore,17.7,6.2,1.08
16/05/1991,Astore,17.1,7.3,0
17/05/1991,Astore,18.7,8.7,0
18/05/1991,Astore,17.7,8.3,0
19/05/1991,Astore,18.1,9.3,0
20/05/1991,Astore,15,5.7,9.72
21/05/1991,Astore,10.2,4.1,11.88
22/05/1991,Astore,16.6,5.2,0
23/05/1991,Astore,16,6.7,0
24/05/1991,Astore,17.7,2.6,28.08
25/05/1991,Astore,13.3,5.2,3.24
26/05/1991,Astore,16.6,5.2,2.16
27/05/1991,Astore,16.6,4.7,11.88
28/05/1991,Astore,6.7,3.6,17.39
29/05/1991,Astore,16.6,5.7,0
30/05/1991,Astore,19,5.7,5.4
31/05/1991,Astore,8.5,4.7,22.25
01/06/1991,Astore,17.1,7.3,0
02/06/1991,Astore,19.8,7.3,0
03/06/1991,Astore,20,6.2,0
04/06/1991,Astore,26.1,7.7,0
05/06/1991,Astore,22.9,8.7,0
06/06/1991,Astore,24.1,9.9,0
07/06/1991,Astore,24.1,9.9,0
08/06/1991,Astore,18.7,9.9,1.08
09/06/1991,Astore,17.7,9.9,1.08
10/06/1991,Astore,21.5,9.3,0
11/06/1991,Astore,22.5,10.9,0
12/06/1991,Astore,20.4,7.3,0
13/06/1991,Astore,18.1,7.7,2.27
14/06/1991,Astore,19.3,8.3,1.08
15/06/1991,Astore,21.9,9.9,0
16/06/1991,Astore,21.9,9.9,0
17/06/1991,Astore,22.9,9.3,0
18/06/1991,Astore,25.2,10.3,0
19/06/1991,Astore,25.2,11.9,0
20/06/1991,Astore,22.5,11.9,0
21/06/1991,Astore,21.4,9.3,0
22/06/1991,Astore,24.6,10.9,0
23/06/1991,Astore,25.6,10.3,0
24/06/1991,Astore,27.1,11.3,0
25/06/1991,Astore,28.3,12.4,0
26/06/1991,Astore,29.4,12.9,0
27/06/1991,Astore,30.4,14,0
28/06/1991,Astore,28.9,14.5,0
29/06/1991,Astore,29.4,13.4,0
30/06/1991,Astore,29.4,13.4,0
01/07/1991,Astore,30.4,14,0
02/07/1991,Astore,27.7,14.5,0
03/07/1991,Astore,26.2,14.5,0
04/07/1991,Astore,21.9,10.3,4.32
05/07/1991,Astore,18.7,10.9,1.08
06/07/1991,Astore,22.9,11.3,0
07/07/1991,Astore,22.5,11.3,1.08
08/07/1991,Astore,20.8,10.9,0
09/07/1991,Astore,27.3,12.4,0
10/07/1991,Astore,21.9,12.9,0
11/07/1991,Astore,28.2,14,0
12/07/1991,Astore,30,16.6,0
13/07/1991,Astore,28.9,16,0
14/07/1991,Astore,21.9,14.5,4.1
15/07/1991,Astore,21.4,14,6.59
16/07/1991,Astore,21.7,12.4,0.22
17/07/1991,Astore,24.6,12.9,0.32
18/07/1991,Astore,24.6,13.4,0
19/07/1991,Astore,25.6,12.9,0
20/07/1991,Astore,27.7,11.9,0
21/07/1991,Astore,28.2,12.9,0
22/07/1991,Astore,28.3,14,0
23/07/1991,Astore,28.9,15.5,0
24/07/1991,Astore,29.4,14,1.08
25/07/1991,Astore,24.1,12.9,0
26/07/1991,Astore,20.8,10.9,0
27/07/1991,Astore,26.2,12.4,0
28/07/1991,Astore,28.3,15,0
29/07/1991,Astore,26.2,14,0
30/07/1991,Astore,26.2,14,0
31/07/1991,Astore,28.3,14.5,0
01/08/1991,Astore,26.2,12.9,0
02/08/1991,Astore,27.3,15,0
03/08/1991,Astore,27.3,16,0
04/08/1991,Astore,26.2,15,0
05/08/1991,Astore,30.4,15.5,0
06/08/1991,Astore,31,16.6,0
07/08/1991,Astore,26.7,11.9,0.22
08/08/1991,Astore,27.3,14,0
09/08/1991,Astore,25.6,12.4,1.08
10/08/1991,Astore,20.8,11.9,1.08
11/08/1991,Astore,20.8,10.3,0
12/08/1991,Astore,25.6,11.3,0
13/08/1991,Astore,27.3,13.4,0
14/08/1991,Astore,23.5,13.4,0
15/08/1991,Astore,27.3,12.9,0
16/08/1991,Astore,29.4,12.9,0
17/08/1991,Astore,30,15.5,0
18/08/1991,Astore,24.6,14,0
19/08/1991,Astore,24.6,13.4,0
20/08/1991,Astore,26.7,13.4,0
21/08/1991,Astore,27.7,11.9,0
22/08/1991,Astore,24.7,12.4,0
23/08/1991,Astore,26.7,12.9,0
24/08/1991,Astore,25.2,12.9,0
25/08/1991,Astore,27.3,12.4,0
26/08/1991,Astore,26.7,11.3,0
27/08/1991,Astore,24.6,11.9,0
28/08/1991,Astore,26.2,12.4,0
29/08/1991,Astore,21.9,11.3,0
30/08/1991,Astore,23.2,9.9,0
31/08/1991,Astore,25.6,10.3,0
01/09/1991,Astore,25.6,10.9,0
02/09/1991,Astore,26.7,10.3,0
03/09/1991,Astore,27.2,13.4,0
04/09/1991,Astore,28.9,10.3,0
05/09/1991,Astore,27.7,11.9,0
06/09/1991,Astore,28.9,12.4,0
07/09/1991,Astore,28.9,12.4,0
08/09/1991,Astore,29.4,12.4,0
09/09/1991,Astore,26.5,15,0
10/09/1991,Astore,25.6,14,0
11/09/1991,Astore,24.6,14,0
12/09/1991,Astore,21.4,13.4,0
13/09/1991,Astore,20.4,10.9,3.24
14/09/1991,Astore,20.8,8.3,0
15/09/1991,Astore,23.5,8.7,0
16/09/1991,Astore,25.2,10.3,0
17/09/1991,Astore,25.2,10.9,0
18/09/1991,Astore,25.6,11.3,0
19/09/1991,Astore,24.6,10.9,0
20/09/1991,Astore,22.9,10.3,0
21/09/1991,Astore,24.6,8.7,0
22/09/1991,Astore,25.6,9.3,0
23/09/1991,Astore,25.6,11.3,0
24/09/1991,Astore,21.4,10.9,0
25/09/1991,Astore,18.1,8.7,0
26/09/1991,Astore,20.9,8.7,0
27/09/1991,Astore,21.4,8.7,0
28/09/1991,Astore,18.7,7.3,0.65
29/09/1991,Astore,19.3,7.3,0
30/09/1991,Astore,18.7,6.7,0
01/10/1991,Astore,20.4,8.3,0
02/10/1991,Astore,20.8,6.7,0
03/10/1991,Astore,21.9,7.7,0
04/10/1991,Astore,21.9,6.7,0
05/10/1991,Astore,23.5,9.9,0
06/10/1991,Astore,15.6,5.2,0
07/10/1991,Astore,18.4,5.7,0
08/10/1991,Astore,20.4,6.7,0
09/10/1991,Astore,20.4,6.7,0
10/10/1991,Astore,21.4,6.7,0
11/10/1991,Astore,19.3,7.7,0
12/10/1991,Astore,20.4,6.7,0
13/10/1991,Astore,19.3,7.7,0
14/10/1991,Astore,17.1,5.7,0
15/10/1991,Astore,14.5,5.7,0
16/10/1991,Astore,13.3,6.7,0
17/10/1991,Astore,10.2,5.7,0
